Code INSEE région;Région;Nature;Date;Heure;Date - Heure;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);Import Grand-Est;Import Auvergne-Rhône-Alpes;Import Nouvelle-Aquitaine;Import Bourgogne-Franche-Comté;Import Bretagne;Import Centre-Val de Loire;Import Ile-de-France;Import Occitanie;Import Hauts-de-France;Import Normandie;Import Pays-de-la-Loire;Import PACA;Import Espagne;Import Suisse;Import Royaume-Uni;Import Italie;Import Allemagne;Import Belgique;Import Luxembourg;Export Grand-Est;Export Auvergne-Rhône-Alpes;Export Nouvelle-Aquitaine;Export Bourgogne-Franche-Comté;Export Bretagne;Export Centre-Val de Loire;Export Ile-de-France;Export Occitanie;Export Hauts-de-France;Export Normandie;Export Pays-de-la-Loire;Export PACA;Export Espagne;Export Suisse;Export Royaume-Uni;Export Italie;Export Allemagne;Export Belgique;Export Luxembourg;TCO Thermique (%);TCH Thermique (%);TCO Nucléaire (%);TCH Nucléaire (%);TCO Eolien (%);TCH Eolien (%);TCO Solaire (%);TCH Solaire (%);TCO Hydraulique (%);TCH Hydraulique (%);TCO Bioénergies (%);TCH Bioénergies (%);Column 64
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-25;23:00;2020-05-25T23:00:00+02:00;3727;131;;24;0;2190;0;103;1280;-;91;-;;-;-;;1893;-;-;-;-;-;;-;0;;;;-;-334;-;;-;-;;-218;;-;-;-;-;;-;-152;;;;3.51;3.96;;;0.64;50.0;0.0;0.0;58.76;66.99;2.76;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-26;00:45;2020-05-26T00:45:00+02:00;3362;129;;28;0;1892;0;106;1206;-;87;-;;-;-;;1871;-;-;-;-;-;;-;0;;;;-;-382;-;;-;-;;-185;;-;-;-;-;;-;-185;;;;3.84;3.9;;;0.83;58.33;0.0;0.0;56.28;57.88;3.15;36.18;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-26;01:00;2020-05-26T01:00:00+02:00;3324;129;;30;0;1890;0;106;1168;-;79;-;;-;-;;1862;-;-;-;-;-;;-;0;;;;-;-396;-;;-;-;;-191;;-;-;-;-;;-;-187;;;;3.88;3.9;;;0.9;62.5;0.0;0.0;56.86;57.82;3.19;36.18;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-26;02:00;2020-05-26T02:00:00+02:00;3250;129;;30;0;1809;0;108;1174;-;114;-;;-;-;;1789;-;-;-;-;-;;-;0;;;;-;-334;-;;-;-;;-190;;-;-;-;-;;-;-205;;;;3.97;3.9;;;0.92;62.5;0.0;0.0;55.66;55.34;3.32;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-26;03:00;2020-05-26T03:00:00+02:00;3105;140;;31;0;1676;0;108;1151;-;131;-;;-;-;;1752;-;-;-;-;-;;-;0;;;;-;-384;-;;-;-;;-166;;-;-;-;-;;-;-183;;;;4.51;4.23;;;1.0;64.58;0.0;0.0;53.98;51.27;3.48;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-26;05:30;2020-05-26T05:30:00+02:00;2985;156;;27;0;1489;-50;107;1256;-;146;-;;-;-;;1811;-;-;-;-;-;;-;0;;;;-;-436;-;;-;-;;-103;;-;-;-;-;;-;-161;;;;5.23;4.72;;;0.9;56.25;0.0;0.0;49.88;45.55;3.58;36.52;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-26;06:30;2020-05-26T06:30:00+02:00;3012;266;;25;24;1590;-50;103;1053;-;120;-;;-;-;;1630;-;-;-;-;-;;-;0;;;;-;-382;-;;-;-;;-130;;-;-;-;-;;-;-186;;;;8.83;8.04;;;0.83;52.08;0.8;1.76;52.79;48.64;3.42;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-26;07:45;2020-05-26T07:45:00+02:00;3249;451;;24;145;1879;0;103;647;-;82;-;;-;-;;1319;-;-;-;-;-;;-;0;;;;-;-433;-;;-;-;;-155;;-;-;-;-;;-;-165;;;;13.88;13.63;;;0.74;50.0;4.46;10.65;57.83;57.48;3.17;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-26;09:45;2020-05-26T09:45:00+02:00;3719;823;;19;664;2086;0;103;25;-;33;-;;-;-;;939;-;-;-;-;-;;-;0;;;;-;-526;-;;-;-;;-236;;-;-;-;-;;-;-186;;;;22.13;24.88;;;0.51;39.58;17.85;48.79;56.09;63.81;2.77;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-26;12:15;2020-05-26T12:15:00+02:00;4167;822;;9;1023;1981;0;104;229;-;66;-;;-;-;;1158;-;-;-;-;-;;-;0;;;;-;-588;-;;-;-;;-233;;-;-;-;-;;-;-173;;;;19.73;24.85;;;0.22;18.75;24.55;75.17;47.54;60.6;2.5;35.49;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-26;13:30;2020-05-26T13:30:00+02:00;4080;825;;5;1002;1794;0;103;351;-;76;-;;-;-;;1200;-;-;-;-;-;;-;0;;;;-;-537;-;;-;-;;-200;;-;-;-;-;;-;-188;;;;20.22;24.94;;;0.12;10.42;24.56;73.62;43.97;54.88;2.52;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-26;14:00;2020-05-26T14:00:00+02:00;4083;818;;5;1022;1623;0;102;512;-;88;-;;-;-;;1254;-;-;-;-;-;;-;0;;;;-;-486;-;;-;-;;-201;;-;-;-;-;;-;-142;;;;20.03;24.73;;;0.12;10.42;25.03;75.09;39.75;49.65;2.5;34.81;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-26;14:15;2020-05-26T14:15:00+02:00;4120;852;;6;1034;1566;0;103;560;-;100;-;;-;-;;1323;-;-;-;-;-;;-;0;;;;-;-482;-;;-;-;;-169;;-;-;-;-;;-;-211;;;;20.68;25.76;;;0.15;12.5;25.1;75.97;38.01;47.9;2.5;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-26;15:00;2020-05-26T15:00:00+02:00;3976;829;;8;1025;1441;-50;103;620;-;96;-;;-;-;;1412;-;-;-;-;-;;-;0;;;;-;-542;-;;-;-;;-136;;-;-;-;-;;-;-210;;;;20.85;25.06;;;0.2;16.67;25.78;75.31;36.24;44.08;2.59;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-26;16:45;2020-05-26T16:45:00+02:00;3808;822;;14;823;1408;-51;102;690;-;81;-;;-;-;;1468;-;-;-;-;-;;-;0;;;;-;-549;-;;-;-;;-148;;-;-;-;-;;-;-162;;;;21.59;24.85;;;0.37;29.17;21.61;60.47;36.97;43.07;2.68;34.81;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-26;17:15;2020-05-26T17:15:00+02:00;3704;789;;16;695;1377;-50;104;773;-;55;-;;-;-;;1527;-;-;-;-;-;;-;0;;;;-;-457;-;;-;-;;-176;;-;-;-;-;;-;-176;;;;21.3;23.85;;;0.43;33.33;18.76;51.07;37.18;42.12;2.81;35.49;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-26;18:15;2020-05-26T18:15:00+02:00;3754;798;;14;446;2013;0;106;378;-;54;-;;-;-;;1341;-;-;-;-;-;;-;0;;;;-;-613;-;;-;-;;-220;;-;-;-;-;;-;-184;;;;21.26;24.12;;;0.37;29.17;11.88;32.77;53.62;61.58;2.82;36.18;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-26;19:00;2020-05-26T19:00:00+02:00;3742;816;;12;261;2136;0;107;411;-;78;-;;-;-;;1264;-;-;-;-;-;;-;0;;;;-;-507;-;;-;-;;-236;;-;-;-;-;;-;-189;;;;21.81;24.67;;;0.32;25.0;6.97;19.18;57.08;65.34;2.86;36.52;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-26;20:30;2020-05-26T20:30:00+02:00;3588;805;;11;32;2155;0;109;476;-;43;-;;-;-;;1313;-;-;-;-;-;;-;0;;;;-;-478;-;;-;-;;-216;;-;-;-;-;;-;-186;;;;22.44;24.33;;;0.31;22.92;0.89;2.35;60.06;65.92;3.04;37.2;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-26;21:45;2020-05-26T21:45:00+02:00;3507;802;;14;14;2030;0;107;541;-;58;-;;-;-;;1308;-;-;-;-;-;;-;0;;;;-;-451;-;;-;-;;-219;;-;-;-;-;;-;-155;;;;22.87;24.24;;;0.4;29.17;0.4;1.03;57.88;62.1;3.05;36.52;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-27;00:30;2020-05-27T00:30:00+02:00;3490;548;;14;0;1938;0;109;881;-;100;-;;-;-;;1536;-;-;-;-;-;;-;0;;;;-;-397;-;;-;-;;-189;;-;-;-;-;;-;-168;;;;15.7;16.57;;;0.4;29.17;0.0;0.0;55.53;59.28;3.12;37.2;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-27;01:15;2020-05-27T01:15:00+02:00;3396;376;;13;0;1705;0;107;1194;-;117;-;;-;-;;1719;-;-;-;-;-;;-;0;;;;-;-316;-;;-;-;;-164;;-;-;-;-;;-;-162;;;;11.07;11.37;;;0.38;27.08;0.0;0.0;50.21;52.16;3.15;36.52;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-27;02:45;2020-05-27T02:45:00+02:00;3275;374;;11;0;1684;0;109;1098;-;166;-;;-;-;;1708;-;-;-;-;-;;-;0;;;;-;-494;-;;-;-;;-117;;-;-;-;-;;-;-165;;;;11.42;11.31;;;0.34;22.92;0.0;0.0;51.42;51.51;3.33;37.2;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-27;03:45;2020-05-27T03:45:00+02:00;2978;382;;8;0;1662;-51;109;867;-;166;-;;-;-;;1501;-;-;-;-;-;;-;0;;;;-;-547;-;;-;-;;-93;;-;-;-;-;;-;-160;;;;12.83;11.55;;;0.27;16.67;0.0;0.0;55.81;50.84;3.66;37.2;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-27;05:15;2020-05-27T05:15:00+02:00;2930;399;;5;0;1616;-51;108;852;-;177;-;;-;-;;1508;-;-;-;-;-;;-;0;;;;-;-579;-;;-;-;;-88;;-;-;-;-;;-;-167;;;;13.62;12.06;;;0.17;10.42;0.0;0.0;55.15;49.43;3.69;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-27;05:45;2020-05-27T05:45:00+02:00;2929;383;;5;0;1609;-51;108;874;-;177;-;;-;-;;1447;-;-;-;-;-;;-;0;;;;-;-507;-;;-;-;;-96;;-;-;-;-;;-;-147;;;;13.08;11.58;;;0.17;10.42;0.0;0.0;54.93;49.22;3.69;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-27;11:15;2020-05-27T11:15:00+02:00;3887;475;;2;784;2023;0;109;494;-;62;-;;-;-;;1433;-;-;-;-;-;;-;0;;;;-;-616;-;;-;-;;-200;;-;-;-;-;;-;-184;;;;12.22;14.36;;;0.05;4.17;20.17;57.6;52.05;61.88;2.8;37.2;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-27;11:30;2020-05-27T11:30:00+02:00;3936;484;;2;777;2034;0;108;531;-;66;-;;-;-;;1423;-;-;-;-;-;;-;0;;;;-;-605;-;;-;-;;-197;;-;-;-;-;;-;-156;;;;12.3;14.63;;;0.05;4.17;19.74;57.09;51.68;62.22;2.74;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-27;14:15;2020-05-27T14:15:00+02:00;4098;515;;13;870;1603;0;108;989;-;135;-;;-;-;;1680;-;-;-;-;-;;-;0;;;;-;-452;-;;-;-;;-189;;-;-;-;-;;-;-186;;;;12.57;15.57;;;0.32;27.08;21.23;63.92;39.12;49.04;2.64;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-27;15:00;2020-05-27T15:00:00+02:00;4039;499;;14;936;1555;-50;109;976;-;113;-;;-;-;;1694;-;-;-;-;-;;-;0;;;;-;-476;-;;-;-;;-150;;-;-;-;-;;-;-205;;;;12.35;15.08;;;0.35;29.17;23.17;68.77;38.5;47.57;2.7;37.2;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-27;16:15;2020-05-27T16:15:00+02:00;3856;381;;13;802;1714;-50;107;889;-;116;-;;-;-;;1667;-;-;-;-;-;;-;0;;;;-;-546;-;;-;-;;-163;;-;-;-;-;;-;-184;;;;9.88;11.52;;;0.34;27.08;20.8;58.93;44.45;52.43;2.77;36.52;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-27;17:45;2020-05-27T17:45:00+02:00;3678;493;;12;538;1837;0;110;687;-;116;-;;-;-;;1533;-;-;-;-;-;;-;0;;;;-;-546;-;;-;-;;-228;;-;-;-;-;;-;-188;;;;13.4;14.9;;;0.33;25.0;14.63;39.53;49.95;56.19;2.99;37.54;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-27;18:45;2020-05-27T18:45:00+02:00;3685;512;;10;307;2087;0;109;660;-;113;-;;-;-;;1529;-;-;-;-;-;;-;0;;;;-;-516;-;;-;-;;-276;;-;-;-;-;;-;-190;;;;13.89;15.48;;;0.27;20.83;8.33;22.56;56.64;63.84;2.96;37.2;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-27;21:00;2020-05-27T21:00:00+02:00;3440;496;;5;16;2132;0;106;686;-;85;-;;-;-;;1440;-;-;-;-;-;;-;0;;;;-;-409;-;;-;-;;-243;;-;-;-;-;;-;-188;;;;14.42;14.99;;;0.15;10.42;0.47;1.18;61.98;65.22;3.08;36.18;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-27;21:45;2020-05-27T21:45:00+02:00;3459;499;;3;9;2006;0;110;831;-;100;-;;-;-;;1549;-;-;-;-;-;;-;0;;;;-;-416;-;;-;-;;-242;;-;-;-;-;;-;-159;;;;14.43;15.08;;;0.09;6.25;0.26;0.66;57.99;61.36;3.18;37.54;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-27;22:00;2020-05-27T22:00:00+02:00;3447;478;;3;9;1973;0;108;874;-;102;-;;-;-;;1593;-;-;-;-;-;;-;0;;;;-;-413;-;;-;-;;-242;;-;-;-;-;;-;-165;;;;13.87;14.45;;;0.09;6.25;0.26;0.66;57.24;60.35;3.13;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-27;22:30;2020-05-27T22:30:00+02:00;3511;489;;3;0;1954;0;110;954;-;116;-;;-;-;;1527;-;-;-;-;-;;-;0;;;;-;-321;-;;-;-;;-235;;-;-;-;-;;-;-133;;;;13.93;14.78;;;0.09;6.25;0.0;0.0;55.65;59.77;3.13;37.54;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-27;23:00;2020-05-27T23:00:00+02:00;3819;488;;2;0;2031;0;109;1189;-;134;-;;-;-;;1698;-;-;-;-;-;;-;0;;;;-;-258;-;;-;-;;-223;;-;-;-;-;;-;-162;;;;12.78;14.75;;;0.05;4.17;0.0;0.0;53.18;62.13;2.85;37.2;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-27;23:15;2020-05-27T23:15:00+02:00;4148;513;;2;0;2020;0;109;1505;-;159;-;;-;-;;1978;-;-;-;-;-;;-;0;;;;-;-270;-;;-;-;;-209;;-;-;-;-;;-;-154;;;;12.37;15.51;;;0.05;4.17;0.0;0.0;48.7;61.79;2.63;37.2;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-28;02:15;2020-05-28T02:15:00+02:00;3471;129;;0;0;1723;0;108;1511;-;221;-;;-;-;;1880;-;-;-;-;-;;-;0;;;;-;-275;-;;-;-;;-155;;-;-;-;-;;-;-160;;;;3.72;3.9;;;0.0;0.0;0.0;0.0;49.64;52.71;3.11;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-28;02:30;2020-05-28T02:30:00+02:00;3336;129;;0;0;1722;0;110;1374;-;204;-;;-;-;;1852;-;-;-;-;-;;-;0;;;;-;-344;-;;-;-;;-146;;-;-;-;-;;-;-192;;;;3.87;3.9;;;0.0;0.0;0.0;0.0;51.62;52.68;3.3;37.54;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-28;07:00;2020-05-28T07:00:00+02:00;3122;129;;1;52;1806;0;108;1027;-;201;-;;-;-;;1645;-;-;-;-;-;;-;0;;;;-;-475;-;;-;-;;-185;;-;-;-;-;;-;-160;;;;4.13;3.9;;;0.03;2.08;1.67;3.82;57.85;55.25;3.46;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-28;07:15;2020-05-28T07:15:00+02:00;3129;129;;1;74;1899;0;108;919;-;179;-;;-;-;;1589;-;-;-;-;-;;-;0;;;;-;-469;-;;-;-;;-200;;-;-;-;-;;-;-180;;;;4.12;3.9;;;0.03;2.08;2.36;5.44;60.69;58.09;3.45;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-28;09:15;2020-05-28T09:15:00+02:00;3602;129;;1;531;1961;0;108;873;-;98;-;;-;-;;1604;-;-;-;-;-;;-;0;;;;-;-477;-;;-;-;;-184;;-;-;-;-;;-;-168;;;;3.58;3.9;;;0.03;2.08;14.74;39.02;54.44;59.99;3.0;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-28;09:30;2020-05-28T09:30:00+02:00;3685;129;;2;592;1952;0;108;902;-;94;-;;-;-;;1629;-;-;-;-;-;;-;0;;;;-;-490;-;;-;-;;-180;;-;-;-;-;;-;-151;;;;3.5;3.9;;;0.05;4.17;16.07;43.5;52.97;59.71;2.93;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-28;13:45;2020-05-28T13:45:00+02:00;4018;129;;5;1065;1624;0;105;1090;-;139;-;;-;-;;1760;-;-;-;-;-;;-;0;;;;-;-450;-;;-;-;;-188;;-;-;-;-;;-;-171;;;;3.21;3.9;;;0.12;10.42;26.51;78.25;40.42;49.68;2.61;35.84;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-28;14:00;2020-05-28T14:00:00+02:00;4090;129;;6;1059;1546;0;106;1244;-;150;-;;-;-;;1874;-;-;-;-;-;;-;0;;;;-;-432;-;;-;-;;-186;;-;-;-;-;;-;-161;;;;3.15;3.9;;;0.15;12.5;25.89;77.81;37.8;47.29;2.59;36.18;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-28;14:45;2020-05-28T14:45:00+02:00;4065;130;;9;999;1506;0;107;1315;-;137;-;;-;-;;1909;-;-;-;-;-;;-;0;;;;-;-403;-;;-;-;;-152;;-;-;-;-;;-;-176;;;;3.2;3.93;;;0.22;18.75;24.58;73.4;37.05;46.07;2.63;36.52;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-28;18:30;2020-05-28T18:30:00+02:00;3747;129;;16;419;1989;0;103;1091;-;120;-;;-;-;;1783;-;-;-;-;-;;-;0;;;;-;-366;-;;-;-;;-284;;-;-;-;-;;-;-162;;;;3.44;3.9;;;0.43;33.33;11.18;30.79;53.08;60.84;2.75;35.15;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-28;21:45;2020-05-28T21:45:00+02:00;3610;129;;7;14;1867;0;107;1486;-;136;-;;-;-;;1893;-;-;-;-;-;;-;0;;;;-;-153;-;;-;-;;-219;;-;-;-;-;;-;-170;;;;3.57;3.9;;;0.19;14.58;0.39;1.03;51.72;57.11;2.96;36.52;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-28;23:30;2020-05-28T23:30:00+02:00;4071;129;;5;0;1895;0;108;1934;-;181;-;;-;-;;2244;-;-;-;-;-;;-;0;;;;-;-124;-;;-;-;;-175;;-;-;-;-;;-;-193;;;;3.17;3.9;;;0.12;10.42;0.0;0.0;46.55;57.97;2.65;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-29;02:00;2020-05-29T02:00:00+02:00;3315;129;;1;0;1678;-51;108;1450;-;172;-;;-;-;;1915;-;-;-;-;-;;-;0;;;;-;-295;-;;-;-;;-155;;-;-;-;-;;-;-187;;;;3.89;3.9;;;0.03;2.08;0.0;0.0;50.62;51.33;3.26;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-29;03:15;2020-05-29T03:15:00+02:00;3134;117;;3;0;1606;-51;108;1351;-;177;-;;-;-;;1905;-;-;-;-;-;;-;0;;;;-;-443;-;;-;-;;-124;;-;-;-;-;;-;-163;;;;3.73;3.54;;;0.1;6.25;0.0;0.0;51.24;49.13;3.45;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-29;03:45;2020-05-29T03:45:00+02:00;3058;117;;3;0;1594;-50;110;1284;-;165;-;;-;-;;1859;-;-;-;-;-;;-;0;;;;-;-434;-;;-;-;;-121;;-;-;-;-;;-;-186;;;;3.83;3.54;;;0.1;6.25;0.0;0.0;52.13;48.76;3.6;37.54;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-29;05:00;2020-05-29T05:00:00+02:00;2945;117;;2;0;1571;-50;109;1196;-;158;-;;-;-;;1747;-;-;-;-;-;;-;0;;;;-;-436;-;;-;-;;-123;;-;-;-;-;;-;-150;;;;3.97;3.54;;;0.07;4.17;0.0;0.0;53.34;48.06;3.7;37.2;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-29;06:00;2020-05-29T06:00:00+02:00;3017;117;;2;0;1570;-51;108;1272;-;165;-;;-;-;;1808;-;-;-;-;-;;-;0;;;;-;-421;-;;-;-;;-123;;-;-;-;-;;-;-157;;;;3.88;3.54;;;0.07;4.17;0.0;0.0;52.04;48.03;3.58;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-29;07:45;2020-05-29T07:45:00+02:00;3317;129;;2;150;1814;0;106;1116;-;186;-;;-;-;;1656;-;-;-;-;-;;-;0;;;;-;-369;-;;-;-;;-178;;-;-;-;-;;-;-179;;;;3.89;3.9;;;0.06;4.17;4.52;11.02;54.69;55.49;3.2;36.18;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-29;09:00;2020-05-29T09:00:00+02:00;3700;129;;4;431;1896;0;106;1134;-;155;-;;-;-;;1671;-;-;-;-;-;;-;0;;;;-;-332;-;;-;-;;-162;;-;-;-;-;;-;-199;;;;3.49;3.9;;;0.11;8.33;11.65;31.67;51.24;58.0;2.86;36.18;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-29;11:00;2020-05-29T11:00:00+02:00;3959;130;;11;722;1829;0;107;1161;-;127;-;;-;-;;1859;-;-;-;-;-;;-;0;;;;-;-421;-;;-;-;;-226;;-;-;-;-;;-;-178;;;;3.28;3.93;;;0.28;22.92;18.24;53.05;46.2;55.95;2.7;36.52;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-29;11:30;2020-05-29T11:30:00+02:00;4024;130;;9;717;1835;0;108;1226;-;121;-;;-;-;;1923;-;-;-;-;-;;-;0;;;;-;-414;-;;-;-;;-230;;-;-;-;-;;-;-174;;;;3.23;3.93;;;0.22;18.75;17.82;52.68;45.6;56.13;2.68;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-29;13:00;2020-05-29T13:00:00+02:00;4156;129;;11;712;1751;0;109;1445;-;106;-;;-;-;;2072;-;-;-;-;-;;-;0;;;;-;-353;-;;-;-;;-218;;-;-;-;-;;-;-163;;;;3.1;3.9;;;0.26;22.92;17.13;52.31;42.13;53.56;2.62;37.2;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-29;14:15;2020-05-29T14:15:00+02:00;4330;129;;15;907;1353;0;105;1822;-;135;-;;-;-;;2306;-;-;-;-;-;;-;0;;;;-;-223;-;;-;-;;-202;;-;-;-;-;;-;-194;;;;2.98;3.9;;;0.35;31.25;20.95;66.64;31.25;41.39;2.42;35.84;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-29;15:30;2020-05-29T15:30:00+02:00;4052;130;;25;721;1620;0;108;1449;-;120;-;;-;-;;2060;-;-;-;-;-;;-;0;;;;-;-367;-;;-;-;;-170;;-;-;-;-;;-;-194;;;;3.21;3.93;;;0.62;52.08;17.79;52.98;39.98;49.56;2.67;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-29;16:30;2020-05-29T16:30:00+02:00;3877;129;;29;588;1691;-51;108;1382;-;95;-;;-;-;;2079;-;-;-;-;-;;-;0;;;;-;-451;-;;-;-;;-159;;-;-;-;-;;-;-182;;;;3.33;3.9;;;0.75;60.42;15.17;43.2;43.62;51.73;2.79;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-29;16:45;2020-05-29T16:45:00+02:00;3798;129;;32;481;1685;-50;108;1414;-;104;-;;-;-;;2071;-;-;-;-;-;;-;0;;;;-;-436;-;;-;-;;-153;;-;-;-;-;;-;-172;;;;3.4;3.9;;;0.84;66.67;12.66;35.34;44.37;51.54;2.84;36.86;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-29;18:00;2020-05-29T18:00:00+02:00;3763;129;;28;297;1888;0;107;1314;-;148;-;;-;-;;2008;-;-;-;-;-;;-;0;;;;-;-486;-;;-;-;;-199;;-;-;-;-;;-;-157;;;;3.43;3.9;;;0.74;58.33;7.89;21.82;50.17;57.75;2.84;36.52;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-29;18:45;2020-05-29T18:45:00+02:00;3804;129;;23;217;2129;0;107;1198;-;157;-;;-;-;;1848;-;-;-;-;-;;-;0;;;;-;-388;-;;-;-;;-260;;-;-;-;-;;-;-158;;;;3.39;3.9;;;0.6;47.92;5.7;15.94;55.97;65.13;2.81;36.52;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-29;20:00;2020-05-29T20:00:00+02:00;3751;129;;20;81;2133;0;109;1279;-;148;-;;-;-;;1905;-;-;-;-;-;;-;0;;;;-;-324;-;;-;-;;-277;;-;-;-;-;;-;-173;;;;3.44;3.9;;;0.53;41.67;2.16;5.95;56.86;65.25;2.91;37.2;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-29;21:00;2020-05-29T21:00:00+02:00;3461;129;;13;18;2135;0;111;1054;-;139;-;;-;-;;1776;-;-;-;-;-;;-;0;;;;-;-356;-;;-;-;;-289;;-;-;-;-;;-;-215;;;;3.73;3.9;;;0.38;27.08;0.52;1.32;61.69;65.31;3.21;37.88;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-30;00:00;2020-05-30T00:00:00+02:00;3720;129;;3;0;2048;0;110;1431;-;185;-;;-;-;;1941;-;-;-;-;-;;-;0;;;;-;-213;-;;-;-;;-274;;-;-;-;-;;-;-207;;;;3.47;3.9;;;0.08;6.25;0.0;0.0;55.05;62.65;2.96;37.54;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-30;00:15;2020-05-30T00:15:00+02:00;3640;130;;3;0;2145;0;110;1253;-;181;-;;-;-;;1837;-;-;-;-;-;;-;0;;;;-;-336;-;;-;-;;-225;;-;-;-;-;;-;-203;;;;3.57;3.93;;;0.08;6.25;0.0;0.0;58.93;65.62;3.02;37.54;
93;Provence-Alpes-Côte d'Azur;Données temps réel;2020-05-30;00:30;2020-05-30T00:30:00+02:00;3491;129;;2;0;2107;0;109;1143;-;162;-;;-;-;;1787;-;-;-;-;-;;-;0;;;;-;-384;-;;-;-;;-216;;-;-;-;-;;-;-206;;;;3.7;3.9;;;0.06;4.17;0.0;0.0;60.36;64.45;3.12;37.2;
